SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning
CONTROL_SAMPLE_P1_B12;24;OID31112;Q9P2X3;IMPACT;0;Neurology_II;B13806;P1;PASS;-3.7938;-1.114;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31113;P46937;YAP1;0;Neurology_II;B13806;P1;PASS;-7.7635;-3.7747;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31114;Q6XQN6;NAPRT;0.1364;Neurology_II;B13806;P1;PASS;-4.9262;-4.1086;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31115;Q9NPE2;NGRN;0.9886;Neurology_II;B13806;P1;PASS;-2.1457;-2.9761;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31116;Q8WYQ3;CHCHD10;0;Neurology_II;B13806;P1;PASS;-9.801;-6.0499;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31117;P59780;AP3S2;0.3523;Neurology_II;B13806;P1;PASS;-3.6821;-4.9166;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31118;Q9ULA0;DNPEP;0;Neurology_II;B13806;P1;PASS;-5.4705;-0.5988;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31119;P13861;PRKAR2A;0;Neurology_II;B13806;P1;PASS;-5.4162;-1.533;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31120;Q15025;TNIP1;0;Neurology_II;B13806;P1;PASS;-3.8894;-1.9941;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31121;O14530;TXNDC9;0.0455;Neurology_II;B13806;P1;PASS;-1.8917;-1.9134;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31122;P54315;PNLIPRP1;0;Neurology_II;B13806;P1;PASS;-10.8653;-5.9815;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31123;Q9Y3C0;WASHC3;0;Neurology_II;B13806;P1;PASS;-5.5829;-3.981;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31124;Q9UKY0;PRND;0;Neurology_II;B13806;P1;PASS;-3.8292;-0.5924;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31125;P47813;EIF1AX;0.5909;Neurology_II;B13806;P1;PASS;-4.7748;-4.6992;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31126;Q13938;CAPS;0;Neurology_II;B13806;P1;PASS;-6.177;-2.858;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31127;Q4ZHG4;FNDC1;0;Neurology_II;B13806;P1;PASS;-11.0671;-5.5609;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31128;P32455;GBP1;0;Neurology_II;B13806;P1;PASS;-7.2011;-0.2936;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31129;P51460;INSL3;0;Neurology_II;B13806;P1;PASS;-3.7049;-1.4121;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31130;Q8WW22;DNAJA4;0;Neurology_II;B13806;P1;PASS;-8.8545;-7.7513;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31131;Q9UBC9;SPRR3;0;Neurology_II;B13806;P1;WARN;-12.8416;-6.0894;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31132;P08579;SNRPB2;0.0227;Neurology_II;B13806;P1;PASS;-5.1843;-3.3545;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31133;Q92888;ARHGEF1;0;Neurology_II;B13806;P1;PASS;-6.4497;-3.1657;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31134;A0FGR8;ESYT2;0;Neurology_II;B13806;P1;PASS;-6.1335;-5.8416;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31135;P55210;CASP7;0.0568;Neurology_II;B13806;P1;PASS;-5.9688;-5.1705;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31136;Q7Z4V5;HDGFL2;0;Neurology_II;B13806;P1;PASS;-5.0224;-4.0715;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31137;O95954;FTCD;0;Neurology_II;B13806;P1;PASS;-5.5483;-3.0314;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31138;P11137;MAP2;0.4432;Neurology_II;B13806;P1;PASS;-3.4285;-3.1788;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31139;Q01432;AMPD3;0;Neurology_II;B13806;P1;PASS;-4.014;-1.8843;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31140;Q9Y6X8;ZHX2;0;Neurology_II;B13806;P1;PASS;-4.9469;-4.268;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31141;O75146;HIP1R;0;Neurology_II;B13806;P1;PASS;-5.5778;-4.1856;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31142;P54819;AK2;0.0455;Neurology_II;B13806;P1;PASS;-7.404;-6.3567;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31143;O60220;TIMM8A;0;Neurology_II;B13806;P1;PASS;-6.9894;-6.4344;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31144;P07320;CRYGD;0;Neurology_II;B13806;P1;PASS;-5.0106;-1.4725;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31145;Q9NR46;SH3GLB2;0;Neurology_II;B13806;P1;PASS;-8.3333;-4.6532;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31146;Q9NRY6;PLSCR3;0;Neurology_II;B13806;P1;PASS;-7.6715;-4.6753;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31147;Q96CN9;GCC1;0;Neurology_II;B13806;P1;PASS;-3.9478;-2.6432;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31148;Q9NXV2;KCTD5;0;Neurology_II;B13806;P1;PASS;-7.0637;-5.1687;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31149;P54252;ATXN3;0;Neurology_II;B13806;P1;PASS;-7.2025;-4.6713;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31150;Q8IXM2;BAP18;0;Neurology_II;B13806;P1;PASS;-7.1233;-3.3824;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31151;A8MVW5;HEPACAM2;0;Neurology_II;B13806;P1;PASS;-7.3037;-3.2888;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31152;Q07817;BCL2L1;0;Neurology_II;B13806;P1;PASS;-8.6707;-7.3211;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31153;Q8TF65;GIPC2;0;Neurology_II;B13806;P1;PASS;-5.6375;-3.7898;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31154;P53814;SMTN;0;Neurology_II;B13806;P1;PASS;-6.4777;-5.2265;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31155;Q00722;PLCB2;0;Neurology_II;B13806;P1;PASS;-8.2707;-7.0141;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31156;Q8N4C8;MINK1;0;Neurology_II;B13806;P1;PASS;-9.4248;-8.4092;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID31157;P40313;CTRL;0;Neurology_II;B13806;P1;PASS;-9.4496;-3.1471;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21161;P22307;SCP2;0.1364;Oncology;B04404;P1;PASS;-3.8636;-3.3362;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21162;Q6NXT1;ANKRD54;0.0909;Oncology;B04404;P1;PASS;-3.9724;-3.3154;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21163;Q7Z6M1;RABEPK;0.0341;Oncology;B04404;P1;PASS;-4.473;-3.6371;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21164;Q7Z7D3;VTCN1;0.0682;Oncology;B04404;P1;PASS;-4.579;-2.9639;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21165;Q8IWL2;SFTPA1;0.0114;Oncology;B04404;P1;PASS;-4.5259;-4.5678;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21166;P54727;RAD23B;0;Oncology;B04404;P1;PASS;-4.1349;-2.5975;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21167;Q92982;NINJ1;0;Oncology;B04404;P1;PASS;-4.2026;-2.3948;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21168;P01242;GH2;0;Oncology;B04404;P1;PASS;-5.3271;-2.6972;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21169;Q6PGN9;PSRC1;0.1023;Oncology;B04404;P1;PASS;-3.5234;-3.1021;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21170;O14662;STX16;0.0795;Oncology;B04404;P1;PASS;-3.5946;-3.4127;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21171;P06731;CEACAM5;0;Oncology;B04404;P1;PASS;-4.6979;-3.4993;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21172;O60828;PQBP1;0;Oncology;B04404;P1;PASS;-4.7679;-4.0284;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21173;A4D1B5;GSAP;0;Oncology;B04404;P1;PASS;-0.7234;1.2513;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21174;Q7LG56;RRM2B;0;Oncology;B04404;P1;PASS;-5.8045;-3.7135;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21175;O14964;HGS;0;Oncology;B04404;P1;PASS;-3.8451;-2.4393;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21176;Q9P0J1;PDP1;0;Oncology;B04404;P1;PASS;-4.4412;-3.2952;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21177;P49788;RARRES1;0;Oncology;B04404;P1;PASS;-3.0964;-2.0803;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21178;O75787;ATP6AP2;0;Oncology;B04404;P1;PASS;-4.4135;-2.1671;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21179;Q9H4P4;RNF41;0;Oncology;B04404;P1;PASS;-4.5277;-2.0094;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21180;Q15797;SMAD1;0.8636;Oncology;B04404;P1;PASS;-2.1404;-2.1666;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21181;Q9Y5V3;MAGED1;0.0114;Oncology;B04404;P1;PASS;-3.3859;-0.7729;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21182;Q8N5S9;CAMKK1;0;Oncology;B04404;P1;PASS;-4.4966;-2.9223;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21183;Q9NRA1;PDGFC;0;Oncology;B04404;P1;PASS;-3.1219;-2.6015;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21184;P35813;PPM1A;0.1818;Oncology;B04404;P1;PASS;-3.0626;-2.4489;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21185;P43629;KIR3DL1;0;Oncology;B04404;P1;PASS;-8.4741;-3.5662;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21186;Q08AG7;MZT1;0.125;Oncology;B04404;P1;PASS;-3.5501;-2.9965;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21187;P31350;RRM2;0;Oncology;B04404;P1;PASS;-4.147;-1.7012;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21188;P41586;ADCYAP1R1;0;Oncology;B04404;P1;PASS;-5.3321;-3.0906;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21189;Q8NBZ7;UXS1;0;Oncology;B04404;P1;PASS;-3.4948;-1.259;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21191;Q9NS15;LTBP3;0;Oncology;B04404;P1;WARN;-5.3958;-1.742;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21192;P39748;FEN1;0;Oncology;B04404;P1;PASS;-3.8552;-3.4036;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21193;Q6BAA4;FCRLB;0;Oncology;B04404;P1;PASS;-4.6095;-2.0359;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21194;P50749;RASSF2;0;Oncology;B04404;P1;PASS;-4.1042;-3.0244;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21195;O75493;CA11;0;Oncology;B04404;P1;PASS;-4.5966;-1.9115;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21196;P43628;KIR2DL3;0;Oncology;B04404;P1;PASS;-5.0404;-2.1104;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21197;Q9Y243;AKT3;0.0227;Oncology;B04404;P1;PASS;-6.0128;-3.7621;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21198;P21810;BGN;0;Oncology;B04404;P1;PASS;-4.9203;-0.4032;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21199;P35070;BTC;0;Oncology;B04404;P1;PASS;-4.1458;-3.0047;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21200;P48643;CCT5;0.1591;Oncology;B04404;P1;PASS;-2.0533;-1.7511;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21201;Q9UKR0;KLK12;0;Oncology;B04404;P1;PASS;-3.3538;-2.4653;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21202;Q07960;ARHGAP1;0.2273;Oncology;B04404;P1;PASS;-2.7448;-2.5654;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21203;P46060;RANGAP1;0.0341;Oncology;B04404;P1;WARN;-3.763;-3.1576;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21204;Q7Z434;MAVS;0;Oncology;B04404;P1;PASS;-3.9607;-2.7147;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21205;Q05516;ZBTB16;0;Oncology;B04404;P1;PASS;-4.017;-3.7509;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21206;Q7L5Y9;MAEA;0.2727;Oncology;B04404;P1;PASS;-3.6746;-3.0646;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21207;P07332;FES;1;Oncology;B04404;P1;PASS;-0.6431;-2.6551;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21208;P34130;NTF4;0.1023;Oncology;B04404;P1;PASS;-3.284;-2.6942;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21209;Q96NB1;CEP20;0;Oncology;B04404;P1;PASS;-5.1557;-4.3953;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21210;O15116;LSM1;0.4091;Oncology;B04404;P1;PASS;-4.0213;-3.0041;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21211;Q9Y265;RUVBL1;0;Oncology;B04404;P1;PASS;-4.8589;-1.9787;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21212;O00221;NFKBIE;0.0114;Oncology;B04404;P1;PASS;-4.8031;-4.321;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21213;Q9UKS7;IKZF2;0.9091;Oncology;B04404;P1;PASS;-3.9799;-5.3053;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21214;Q9P0V8;SLAMF8;0;Oncology;B04404;P1;PASS;-4.5206;-1.7952;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21215;P31994;FCGR2B;0;Oncology;B04404;P1;PASS;-6.8401;-2.9828;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21216;Q3B7J2;GFOD2;0;Oncology;B04404;P1;PASS;-1.3556;0.154;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21217;Q13490;BIRC2;0.1023;Oncology;B04404;P1;PASS;-3.9353;-3.2353;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21218;Q8IWL1;SFTPA2;0;Oncology;B04404;P1;PASS;-5.9396;-2.6718;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21219;O43752;STX6;0.0682;Oncology;B04404;P1;PASS;-4.8472;-4.1335;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21220;O60907;TBL1X;0.0795;Oncology;B04404;P1;PASS;-4.0599;-3.4824;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21221;P25786;PSMA1;0.75;Oncology;B04404;P1;PASS;-3.7471;-4.1873;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21222;Q9UQQ2;SH2B3;0;Oncology;B04404;P1;PASS;-5.1386;-3.3012;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21224;O75380;NDUFS6;0;Oncology;B04404;P1;PASS;-7.8235;-5.3793;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21225;O75569;PRKRA;0;Oncology;B04404;P1;PASS;-5.3354;-4.1819;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21226;O95786;DDX58;0;Oncology;B04404;P1;PASS;-5.1453;-2.7903;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21227;P43490;NAMPT;0;Oncology;B04404;P1;PASS;-5.6806;-4.2131;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21228;Q6EIG7;CLEC6A;0;Oncology;B04404;P1;PASS;-5.2314;-2.2098;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21229;Q9Y2Z0;SUGT1;0.6136;Oncology;B04404;P1;WARN;-3.5176;-4.7014;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21230;Q8WUX2;CHAC2;0.3182;Oncology;B04404;P1;PASS;-3.8273;-3.3759;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21231;Q9Y223;GNE;0.25;Oncology;B04404;P1;PASS;-4.5684;-4.3053;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21232;P04637;TP53;0.0227;Oncology;B04404;P1;PASS;-6.12;-5.2236;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21233;Q06787;FMR1;0.2386;Oncology;B04404;P1;PASS;-5.6136;-3.7911;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21234;P55008;AIF1;0;Oncology;B04404;P1;PASS;-6.8192;-3.6138;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21235;Q9Y639;NPTN;0;Oncology;B04404;P1;PASS;-6.162;-3.8024;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21236;Q9BUE0;MED18;0.125;Oncology;B04404;P1;PASS;-3.8288;-3.4468;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21237;P01375;TNF;0;Oncology;B04404;P1;PASS;-5.2346;-3.1779;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21238;P30260;CDC27;0.0341;Oncology;B04404;P1;PASS;-4.798;-3.546;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21239;Q01543;FLI1;0.6591;Oncology;B04404;P1;PASS;-2.6055;-3.4617;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21240;O00186;STXBP3;0.4545;Oncology;B04404;P1;PASS;-3.1496;-2.7412;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21241;Q6P2H3;CEP85;0.9318;Oncology;B04404;P1;PASS;-3.1407;-4.1115;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21242;Q16772;GSTA3;0;Oncology;B04404;P1;PASS;-5.0974;-3.8614;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21243;Q8TD06;AGR3;0;Oncology;B04404;P1;PASS;-5.1087;-3.0774;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21244;P15121;AKR1B1;0;Oncology;B04404;P1;PASS;-7.4191;-4.9325;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21245;P40198;CEACAM3;0.1818;Oncology;B04404;P1;PASS;-4.5472;-4.5376;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21246;Q8WYN0;ATG4A;0.0455;Oncology;B04404;P1;WARN;-4.4688;-3.7645;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21247;P14136;GFAP;0;Oncology;B04404;P1;PASS;-5.1888;-2.366;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21248;P01229;LHB;0;Oncology;B04404;P1;PASS;-3.9324;-0.9701;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21249;Q9BSW2;CRACR2A;0;Oncology;B04404;P1;PASS;-4.894;-3.059;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21250;Q9UQB8;BAIAP2;0.0568;Oncology;B04404;P1;PASS;-5.0142;-4.9525;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21251;Q6UX82;LYPD8;0;Oncology;B04404;P1;PASS;-7.0636;-5.6319;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21252;Q9UHF1;EGFL7;0;Oncology;B04404;P1;PASS;-6.5444;-2.1243;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21253;Q99683;MAP3K5;0.0909;Oncology;B04404;P1;PASS;-4.9524;-4.6237;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21254;Q96DU3;SLAMF6;0.0455;Oncology;B04404;P1;PASS;-5.0865;-5.1069;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21255;P42331;ARHGAP25;0;Oncology;B04404;P1;PASS;-4.4436;-3.9211;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21256;P35637;FUS;0.0114;Oncology;B04404;P1;WARN;-3.3098;-1.9331;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21257;P06850;CRH;0;Oncology;B04404;P1;PASS;-5.897;-0.9403;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21258;Q8IUK5;PLXDC1;0;Oncology;B04404;P1;PASS;-4.8666;-2.8179;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21259;P55789;GFER;0;Oncology;B04404;P1;PASS;-4.0768;-1.6869;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21260;Q9Y5L3;ENTPD2;0;Oncology;B04404;P1;PASS;-4.2431;-1.9285;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21261;P0CG37;CFC1;0;Oncology;B04404;P1;PASS;-5.7074;-3.4101;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21262;Q96PQ0;SORCS2;0;Oncology;B04404;P1;PASS;-5.6603;-2.35;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21263;P01275;GCG;0;Oncology;B04404;P1;PASS;-8.691;-1.9133;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21264;Q9NX58;LYAR;0.9432;Oncology;B04404;P1;PASS;-2.6165;-3.1501;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21265;P10747;CD28;0;Oncology;B04404;P1;PASS;-4.6747;-2.1366;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21266;O60760;HPGDS;0;Oncology;B04404;P1;PASS;-4.4593;-2.0582;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21267;Q13145;BAMBI;0.75;Oncology;B04404;P1;PASS;-2.3553;-3.0751;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21268;O14713;ITGB1BP1;0;Oncology;B04404;P1;PASS;-7.0502;-4.4667;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21269;P09110;ACAA1;0;Oncology;B04404;P1;PASS;-6.1317;-4.4942;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21270;P51580;TPMT;0;Oncology;B04404;P1;PASS;-5.3047;-4.4541;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21271;O43524;FOXO3;0.5227;Oncology;B04404;P1;PASS;-6.1671;-5.968;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21272;P36888;FLT3;0.1477;Oncology;B04404;P1;PASS;-3.5501;-3.0247;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21273;Q9BQ51;PDCD1LG2;0;Oncology;B04404;P1;PASS;-2.9074;-0.4769;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21274;P08069;IGF1R;0;Oncology;B04404;P1;WARN;-2.7476;0.1557;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21275;Q8TE58;ADAMTS15;0;Oncology;B04404;P1;PASS;-4.766;0.6139;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21276;P05231;IL6;0;Oncology;B04404;P1;WARN;-5.4778;-1.7839;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21277;P51692;STAT5B;0;Oncology;B04404;P1;PASS;-7.28;-2.8512;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21278;Q15427;SF3B4;0;Oncology;B04404;P1;PASS;-4.0375;-1.9616;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21279;Q9UHD8;SEPTIN9;0.9091;Oncology;B04404;P1;PASS;-0.9878;-1.2016;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21280;P00519;ABL1;0;Oncology;B04404;P1;PASS;-3.4335;-2.1138;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21281;Q5VIR6;VPS53;0;Oncology;B04404;P1;PASS;-2.333;-1.5238;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21282;Q9BYE9;CDHR2;0;Oncology;B04404;P1;PASS;-3.4859;-1.4267;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21283;P61218;POLR2F;0;Oncology;B04404;P1;PASS;-2.1389;-0.4771;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21284;Q86WD7;SERPINA9;0;Oncology;B04404;P1;PASS;-4.7387;0.6243;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21285;Q9Y6A5;TACC3;0.2045;Oncology;B04404;P1;PASS;-4.039;-3.9026;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21286;Q9NUY8;TBC1D23;0.4773;Oncology;B04404;P1;PASS;-3.1787;-2.8646;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21287;O95831;AIFM1;0.1023;Oncology;B04404;P1;PASS;-4.4981;-3.7812;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21288;P34949;MPI;0;Oncology;B04404;P1;PASS;-3.1449;-0.3663;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21289;Q6UXD5;SEZ6L2;0;Oncology;B04404;P1;PASS;-4.8689;-0.8944;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21290;Q7L5N7;LPCAT2;0.375;Oncology;B04404;P1;PASS;-1.9301;-0.9944;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21291;Q9UKR3;KLK13;0;Oncology;B04404;P1;PASS;-4.714;0.0055;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21292;Q9GZY6;LAT2;0;Oncology;B04404;P1;PASS;-5.665;-2.93;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21293;Q07954;LRP1;0;Oncology;B04404;P1;PASS;-4.8612;-0.0217;Plate control;PASS
CONTROL_SAMPLE_P1_B12;24;OID21294;Q9Y653;ADGRG1;0;Oncology;B04404;P1;PASS;-4.981;-0.9895;Plate control;PASS
